,CustomerID,OrderLastDate,OrderTotalValue,frequency,ChurnTime,M,F,R
721,13296.0,2011-07-25 13:46:00,87.4,5,136 days 23:04:00,5,5,2
722,13297.0,2011-12-02 09:32:00,2089.85,59,7 days 03:18:00,3,5,1
723,13298.0,2011-12-08 13:11:00,360.0,2,0 days 23:39:00,5,5,1
724,13299.0,2011-03-16 12:55:00,142.5,5,267 days 23:55:00,5,5,4
725,13300.0,2011-06-28 11:59:00,365.29,22,164 days 00:51:00,5,5,2
726,13301.0,2011-08-28 11:25:00,618.09,81,103 days 01:25:00,5,4,2
727,13302.0,2011-07-07 17:56:00,63.75,1,154 days 18:54:00,5,5,2
728,13304.0,2010-12-23 14:35:00,300.42,21,350 days 22:15:00,5,5,5
729,13305.0,2011-12-05 15:15:00,2000.86,81,3 days 21:35:00,3,4,1
730,13307.0,2011-08-11 17:14:00,15.0,1,119 days 19:36:00,5,5,2
731,13308.0,2011-11-17 09:31:00,1367.6100000000001,57,22 days 03:19:00,4,5,1
732,13309.0,2011-12-02 16:34:00,1456.79,107,6 days 20:16:00,4,3,1
733,13310.0,2011-12-01 08:23:00,1083.63,77,8 days 04:27:00,4,4,1
734,13311.0,2011-12-05 12:55:00,598.57,26,3 days 23:55:00,5,5,1
735,13313.0,2011-11-17 16:48:00,1555.32,78,21 days 20:02:00,4,4,1
736,13314.0,2011-12-08 12:29:00,578.66,75,1 days 00:21:00,5,4,1
737,13316.0,2011-11-02 13:40:00,5815.49,88,36 days 23:10:00,2,4,1
738,13317.0,2011-10-06 19:21:00,2140.07,135,63 days 17:29:00,3,3,1
739,13318.0,2011-12-08 18:51:00,640.76,20,0 days 17:59:00,5,5,1
740,13319.0,2011-12-04 13:34:00,10664.34,500,4 days 23:16:00,1,1,1
741,13320.0,2011-09-30 12:52:00,1491.7,110,69 days 23:58:00,4,3,1
742,13321.0,2011-09-28 15:24:00,567.36,11,71 days 21:26:00,5,5,1
743,13322.0,2011-11-22 14:21:00,199.48000000000002,25,16 days 22:29:00,5,5,1
744,13323.0,2011-12-06 17:12:00,787.85,21,2 days 19:38:00,5,5,1
745,13324.0,2011-11-07 15:51:00,7072.8,77,31 days 20:59:00,2,4,1
746,13325.0,2011-09-19 10:36:00,675.3,12,81 days 02:14:00,5,5,1
747,13327.0,2011-11-01 10:21:00,3617.57,109,38 days 02:29:00,2,3,1
748,13328.0,2011-01-27 15:22:00,1308.48,17,315 days 21:28:00,4,5,5
749,13329.0,2011-11-08 10:29:00,740.4,19,31 days 02:21:00,5,5,1
750,13330.0,2011-09-08 12:27:00,1140.93,53,92 days 00:23:00,4,5,1
751,13332.0,2011-11-25 13:30:00,350.9,21,13 days 23:20:00,5,5,1
752,13334.0,2011-09-18 15:21:00,3536.82,268,81 days 21:29:00,2,2,1
753,13336.0,2011-09-23 14:05:00,795.12,51,76 days 22:45:00,5,5,1
754,13338.0,2011-07-08 14:53:00,431.82,24,153 days 21:57:00,5,5,2
755,13339.0,2011-05-23 08:31:00,860.12,54,200 days 04:19:00,5,5,3
756,13340.0,2011-10-25 13:15:00,10736.48,134,44 days 23:35:00,1,3,1
757,13341.0,2011-03-24 09:50:00,775.85,42,260 days 03:00:00,5,5,4
758,13343.0,2011-06-20 11:37:00,303.93,22,172 days 01:13:00,5,5,2
759,13344.0,2011-10-03 09:45:00,2543.72,119,67 days 03:05:00,3,3,1
760,13345.0,2011-03-08 08:34:00,377.6,22,276 days 04:16:00,5,5,4
761,13347.0,2011-09-30 13:28:00,341.36,8,69 days 23:22:00,5,5,1
762,13348.0,2011-10-06 17:28:00,233.76,14,63 days 19:22:00,5,5,1
763,13349.0,2011-11-29 08:07:00,247.32,16,10 days 04:43:00,5,5,1
764,13350.0,2011-11-23 16:33:00,910.72,43,15 days 20:17:00,4,5,1
765,13351.0,2011-10-04 12:55:00,373.94,16,65 days 23:55:00,5,5,1
766,13352.0,2011-12-02 11:58:00,389.28,27,7 days 00:52:00,5,5,1
767,13354.0,2011-09-29 13:17:00,743.53,51,70 days 23:33:00,5,5,1
768,13355.0,2011-08-09 14:48:00,674.7,32,121 days 22:02:00,5,5,2
769,13356.0,2011-09-20 14:33:00,768.24,42,79 days 22:17:00,5,5,1
770,13357.0,2011-03-27 13:56:00,609.95,90,256 days 22:54:00,5,4,4
771,13358.0,2011-03-16 11:52:00,439.03,29,268 days 00:58:00,5,5,4
772,13359.0,2011-10-11 16:48:00,431.26,24,58 days 20:02:00,5,5,1
773,13362.0,2011-12-06 13:57:00,3085.4900000000002,169,2 days 22:53:00,3,3,1
774,13363.0,2011-11-22 12:40:00,992.5,60,17 days 00:10:00,4,5,1
775,13364.0,2011-10-04 09:48:00,0.0,20,66 days 03:02:00,5,5,1
776,13365.0,2011-12-01 08:39:00,2191.22,132,8 days 04:11:00,3,3,1
777,13366.0,2011-10-20 13:37:00,56.160000000000004,1,49 days 23:13:00,5,5,1
778,13368.0,2011-03-28 09:59:00,623.4,29,256 days 02:51:00,5,5,4
779,13369.0,2010-12-20 14:02:00,263.75,19,353 days 22:48:00,5,5,5
780,13370.0,2010-12-08 15:57:00,721.32,44,365 days 20:53:00,5,5,5
781,13372.0,2011-09-11 12:46:00,378.64,23,89 days 00:04:00,5,5,1
782,13373.0,2011-10-10 10:51:00,3312.25,158,60 days 01:59:00,3,3,1
783,13375.0,2011-09-19 16:01:00,772.9,38,80 days 20:49:00,5,5,1
784,13376.0,2011-09-01 16:16:00,1019.76,53,98 days 20:34:00,4,5,1
785,13379.0,2011-11-13 13:45:00,572.56,97,25 days 23:05:00,5,4,1
786,13381.0,2011-11-18 16:59:00,3626.81,173,20 days 19:51:00,2,3,1
787,13382.0,2011-03-04 10:03:00,222.99,15,280 days 02:47:00,5,5,4
788,13384.0,2011-11-09 11:04:00,4122.28,155,30 days 01:46:00,2,3,1
789,13385.0,2011-01-14 09:52:00,534.57,35,329 days 02:58:00,5,5,5
790,13388.0,2011-08-10 13:35:00,627.15,36,120 days 23:15:00,5,5,2
791,13389.0,2011-11-28 14:01:00,797.96,51,10 days 22:49:00,5,5,1
792,13390.0,2011-09-26 08:38:00,544.08,13,74 days 04:12:00,5,5,1
793,13391.0,2011-05-20 10:50:00,59.8,1,203 days 02:00:00,5,5,3
794,13394.0,2011-12-08 11:36:00,2312.8,164,1 days 01:14:00,3,3,1
795,13395.0,2011-06-07 15:04:00,307.72,21,184 days 21:46:00,5,5,3
796,13396.0,2011-11-18 09:42:00,1325.29,47,21 days 03:08:00,4,5,1
797,13397.0,2011-09-28 10:56:00,1539.18,39,72 days 01:54:00,4,5,1
798,13398.0,2011-05-31 13:17:00,457.34,26,191 days 23:33:00,5,5,3
799,13402.0,2011-08-04 15:51:00,621.23,39,126 days 20:59:00,5,5,2
800,13403.0,2011-11-22 08:28:00,75.0,3,17 days 04:22:00,5,5,1
801,13404.0,2011-12-08 15:37:00,252.49,11,0 days 21:13:00,5,5,1
802,13405.0,2011-09-26 17:01:00,572.451,27,73 days 19:49:00,5,5,1
803,13408.0,2011-12-08 09:05:00,27487.41,501,1 days 03:45:00,1,1,1
804,13410.0,2011-12-01 08:58:00,988.91,30,8 days 03:52:00,4,5,1
805,13411.0,2011-08-24 13:57:00,213.55,18,106 days 22:53:00,5,5,2
806,13414.0,2011-07-29 11:45:00,1390.5,24,133 days 01:05:00,4,5,2
807,13416.0,2011-10-27 08:56:00,712.5,19,43 days 03:54:00,5,5,1
808,13417.0,2011-12-05 08:49:00,640.83,28,4 days 04:01:00,5,5,1
809,13418.0,2011-11-28 10:23:00,5845.44,314,11 days 02:27:00,2,2,1
810,13419.0,2011-10-07 12:49:00,221.06,16,63 days 00:01:00,5,5,1
811,13420.0,2011-07-28 12:10:00,140.35,10,134 days 00:40:00,5,5,2
812,13421.0,2011-10-30 14:21:00,1848.98,105,39 days 22:29:00,4,3,1
813,13422.0,2011-10-19 13:45:00,2601.55,128,50 days 23:05:00,3,3,1
814,13425.0,2011-08-23 17:13:00,1624.21,78,107 days 19:37:00,4,4,2
815,13426.0,2011-12-09 08:59:00,3550.7000000000003,159,0 days 03:51:00,2,3,1
816,13427.0,2011-11-20 13:02:00,582.6,29,18 days 23:48:00,5,5,1
817,13428.0,2011-11-29 14:20:00,218.47,74,9 days 22:30:00,5,4,1
818,13429.0,2011-11-29 09:10:00,1006.8,67,10 days 03:40:00,4,4,1
819,13430.0,2011-11-21 08:19:00,648.6899999999999,54,18 days 04:31:00,5,5,1
820,13431.0,2011-10-03 13:49:00,1269.1,46,66 days 23:01:00,4,5,1
821,13434.0,2011-09-26 14:30:00,534.24,10,73 days 22:20:00,5,5,1
822,13435.0,2011-12-04 14:59:00,3794.4900000000002,103,4 days 21:51:00,2,3,1
823,13436.0,2011-12-08 10:33:00,196.89,12,1 days 02:17:00,5,5,1
824,13437.0,2011-11-25 14:00:00,3408.06,167,13 days 22:50:00,3,3,1
825,13439.0,2011-03-29 14:20:00,283.71,54,254 days 22:30:00,5,5,4
826,13441.0,2011-09-09 09:38:00,296.64,13,91 days 03:12:00,5,5,1
827,13447.0,2011-11-16 13:38:00,1104.23,62,22 days 23:12:00,4,4,1
828,13448.0,2011-11-23 12:33:00,3465.67,199,16 days 00:17:00,3,3,1
829,13449.0,2011-11-16 08:28:00,291.88,19,23 days 04:22:00,5,5,1
830,13450.0,2011-11-13 11:54:00,2043.7199999999998,71,26 days 00:56:00,3,4,1
831,13451.0,2011-11-13 15:58:00,2916.45,444,25 days 20:52:00,3,1,1
832,13452.0,2011-03-25 14:19:00,590.0,2,258 days 22:31:00,5,5,4
833,13453.0,2011-06-27 09:34:00,356.97999999999996,17,165 days 03:16:00,5,5,2
834,13455.0,2011-11-15 11:21:00,1007.35,53,24 days 01:29:00,4,5,1
835,13456.0,2011-11-22 09:18:00,1737.8200000000002,65,17 days 03:32:00,4,4,1
836,13458.0,2011-12-02 15:29:00,9537.92,394,6 days 21:21:00,2,2,1
837,13460.0,2011-11-10 17:17:00,183.44,17,28 days 19:33:00,5,5,1
838,13461.0,2011-11-01 09:01:00,1445.0,27,38 days 03:49:00,4,5,1
839,13462.0,2011-06-09 19:53:00,143.25,10,182 days 16:57:00,5,5,3
840,13464.0,2011-10-12 15:01:00,674.68,41,57 days 21:49:00,5,5,1
841,13466.0,2011-08-31 15:29:00,297.95,18,99 days 21:21:00,5,5,1
842,13467.0,2011-11-29 10:01:00,1083.71,99,10 days 02:49:00,4,4,1
843,13468.0,2011-12-08 10:39:00,5656.75,306,1 days 02:11:00,2,2,1
844,13470.0,2011-09-01 14:57:00,165.0,10,98 days 21:53:00,5,5,1
845,13471.0,2011-12-08 15:44:00,2531.58,260,0 days 21:06:00,3,2,1
846,13473.0,2011-10-10 11:20:00,417.54,22,60 days 01:30:00,5,5,1
847,13474.0,2011-04-17 13:53:00,229.59,64,235 days 22:57:00,5,4,3
848,13475.0,2011-06-01 13:52:00,1431.78,86,190 days 22:58:00,4,4,3
849,13476.0,2011-06-14 12:00:00,1092.77,61,178 days 00:50:00,4,4,2
850,13477.0,2011-11-02 12:04:00,1441.53,81,37 days 00:46:00,4,4,1
851,13479.0,2011-05-25 16:49:00,291.0,16,197 days 20:01:00,5,5,3
852,13481.0,2011-10-25 09:07:00,1776.81,112,45 days 03:43:00,4,3,1
853,13482.0,2011-04-21 17:03:00,184.64,11,231 days 19:47:00,5,5,3
854,13483.0,2011-10-05 11:53:00,140.34,10,65 days 00:57:00,5,5,1
855,13484.0,2011-04-12 16:30:00,313.8,8,240 days 20:20:00,5,5,3
856,13485.0,2011-04-20 13:58:00,454.24,23,232 days 22:52:00,5,5,3
857,13486.0,2011-09-22 13:13:00,1122.41,69,77 days 23:37:00,4,4,1
858,13487.0,2011-10-13 12:07:00,575.4,34,57 days 00:43:00,5,5,1
859,13488.0,2011-11-22 14:41:00,8910.61,427,16 days 22:09:00,2,1,1
860,13489.0,2011-08-26 13:16:00,449.52,14,104 days 23:34:00,5,5,2
861,13491.0,2011-10-19 08:32:00,1215.82,86,51 days 04:18:00,4,4,1
862,13492.0,2011-07-26 14:25:00,1269.84,50,135 days 22:25:00,4,5,2
863,13493.0,2011-03-09 15:35:00,618.63,8,274 days 21:15:00,5,5,4
864,13494.0,2011-02-01 11:58:00,316.26000000000005,18,311 days 00:52:00,5,5,5
865,13495.0,2011-12-02 11:21:00,1990.1200000000001,52,7 days 01:29:00,4,5,1
866,13496.0,2011-11-29 10:58:00,617.93,36,10 days 01:52:00,5,5,1
867,13497.0,2011-03-02 09:04:00,321.05,20,282 days 03:46:00,5,5,4
868,13499.0,2011-11-22 11:21:00,1146.96,45,17 days 01:29:00,4,5,1
869,13500.0,2011-11-16 15:35:00,1136.77,67,22 days 21:15:00,4,4,1
870,13501.0,2011-04-11 09:35:00,1310.47,53,242 days 03:15:00,4,5,3
871,13502.0,2011-11-23 10:39:00,292.0,18,16 days 02:11:00,5,5,1
872,13503.0,2011-09-29 13:23:00,216.85,17,70 days 23:27:00,5,5,1
873,13504.0,2011-10-06 13:20:00,295.93,22,63 days 23:30:00,5,5,1
874,13505.0,2011-10-03 12:14:00,4282.88,227,67 days 00:36:00,2,2,1
875,13506.0,2011-01-31 15:27:00,452.82,29,311 days 21:23:00,5,5,5
876,13507.0,2011-12-06 13:13:00,2479.16,162,2 days 23:37:00,3,3,1
877,13508.0,2011-04-10 11:58:00,110.97,12,243 days 00:52:00,5,5,3
878,13509.0,2011-12-01 10:10:00,979.72,44,8 days 02:40:00,4,5,1
879,13510.0,2011-12-08 13:46:00,1785.16,117,0 days 23:04:00,4,3,1
880,13512.0,2011-03-24 10:03:00,251.21,15,260 days 02:47:00,5,5,4
881,13513.0,2011-08-05 11:50:00,205.1,10,126 days 01:00:00,5,5,2
882,13514.0,2011-09-27 09:39:00,152.20000000000002,4,73 days 03:11:00,5,5,1
883,13515.0,2011-09-28 11:26:00,891.12,59,72 days 01:24:00,5,5,1
884,13516.0,2011-11-18 13:15:00,1389.41,44,20 days 23:35:00,4,5,1
885,13517.0,2011-10-11 11:43:00,2109.07,143,59 days 01:07:00,3,3,1
886,13518.0,2011-09-15 10:29:00,659.4399999999999,38,85 days 02:21:00,5,5,1
887,13519.0,2011-10-20 15:56:00,110.80000000000001,9,49 days 20:54:00,5,5,1
888,13520.0,2011-10-12 10:20:00,3487.75,95,58 days 02:30:00,3,4,1
889,13521.0,2011-12-08 13:50:00,1093.65,436,0 days 23:00:00,4,1,1
890,13522.0,2011-11-09 15:11:00,125.80000000000001,5,29 days 21:39:00,5,5,1
891,13523.0,2011-11-06 15:11:00,3755.38,177,32 days 21:39:00,2,3,1
892,13524.0,2011-10-30 12:34:00,680.1800000000001,27,40 days 00:16:00,5,5,1
893,13525.0,2011-11-25 12:01:00,628.78,6,14 days 00:49:00,5,5,1
894,13527.0,2011-11-06 12:04:00,2263.76,224,33 days 00:46:00,3,2,1
895,13529.0,2011-09-22 09:15:00,307.76,15,78 days 03:35:00,5,5,1
896,13531.0,2011-05-18 16:56:00,483.8,22,204 days 19:54:00,5,5,3
897,13532.0,2011-11-06 12:25:00,210.31,66,33 days 00:25:00,5,4,1
898,13533.0,2011-06-10 11:54:00,270.79,76,182 days 00:56:00,5,4,3
899,13534.0,2011-12-07 14:52:00,5613.08,342,1 days 21:58:00,2,2,1
900,13536.0,2011-12-08 16:38:00,3448.29,179,0 days 20:12:00,3,3,1
901,13538.0,2011-10-27 16:34:00,1280.85,25,42 days 20:16:00,4,5,1
902,13539.0,2011-09-15 10:18:00,605.84,38,85 days 02:32:00,5,5,1
903,13544.0,2011-10-31 11:57:00,291.41,87,39 days 00:53:00,5,4,1
904,13546.0,2011-11-27 14:50:00,626.99,98,11 days 22:00:00,5,4,1
905,13548.0,2011-09-04 14:50:00,682.41,124,95 days 22:00:00,5,3,1
906,13549.0,2011-11-14 09:20:00,916.12,52,25 days 03:30:00,4,5,1
907,13551.0,2011-01-24 14:46:00,91.80000000000001,4,318 days 22:04:00,5,5,5
908,13552.0,2011-10-04 15:19:00,3539.53,121,65 days 21:31:00,2,3,1
909,13555.0,2011-09-27 12:36:00,4149.28,136,73 days 00:14:00,2,3,1
910,13557.0,2011-11-11 15:24:00,584.06,34,27 days 21:26:00,5,5,1
911,13558.0,2011-12-04 11:24:00,605.06,175,5 days 01:26:00,5,3,1
912,13560.0,2011-12-02 13:11:00,174.37,33,6 days 23:39:00,5,5,1
913,13561.0,2011-05-08 12:39:00,141.85999999999999,14,215 days 00:11:00,5,5,3
914,13562.0,2011-09-19 10:51:00,1799.33,82,81 days 01:59:00,4,4,1
915,13563.0,2011-09-16 14:45:00,777.53,49,83 days 22:05:00,5,5,1
916,13564.0,2011-07-18 14:35:00,647.74,85,143 days 22:15:00,5,4,2
917,13565.0,2011-11-20 14:33:00,240.22,38,18 days 22:17:00,5,5,1
918,13566.0,2011-10-30 11:59:00,874.71,176,40 days 00:51:00,5,3,1
919,13568.0,2011-06-19 14:42:00,192.85,44,172 days 22:08:00,5,5,2
920,13569.0,2011-11-22 13:07:00,373.75,85,16 days 23:43:00,5,4,1
921,13570.0,2011-04-10 13:36:00,239.49,27,242 days 23:14:00,5,5,3
922,13571.0,2011-11-27 10:47:00,2092.32,341,12 days 02:03:00,3,2,1
923,13572.0,2011-05-18 11:59:00,1384.25,33,205 days 00:51:00,4,5,3
924,13573.0,2011-10-20 14:33:00,294.4,26,49 days 22:17:00,5,5,1
925,13575.0,2011-11-16 13:14:00,732.0699999999999,46,22 days 23:36:00,5,5,1
926,13576.0,2011-11-29 15:34:00,6703.3,130,9 days 21:16:00,2,3,1
927,13577.0,2011-11-14 15:19:00,1658.3,85,24 days 21:31:00,4,4,1
928,13579.0,2011-11-25 08:41:00,467.04,23,14 days 04:09:00,5,5,1
929,13581.0,2011-02-03 14:41:00,118.0,10,308 days 22:09:00,5,5,5
930,13583.0,2011-07-07 10:40:00,781.03,53,155 days 02:10:00,5,5,2
931,13584.0,2011-02-06 12:49:00,142.4,24,306 days 00:01:00,5,5,5
932,13587.0,2011-11-08 11:17:00,347.0,11,31 days 01:33:00,5,5,1
933,13588.0,2011-11-24 10:42:00,2445.12,180,15 days 02:08:00,3,3,1
934,13589.0,2011-11-25 12:10:00,379.65,21,14 days 00:40:00,5,5,1
935,13590.0,2011-11-28 12:54:00,1976.12,89,10 days 23:56:00,4,4,1
936,13591.0,2011-10-06 12:26:00,1117.13,58,64 days 00:24:00,4,5,1
937,13592.0,2011-11-04 09:49:00,247.95999999999998,16,35 days 03:01:00,5,5,1
938,13593.0,2011-08-23 13:35:00,1990.28,129,107 days 23:15:00,4,3,2
939,13594.0,2011-10-18 10:19:00,396.97,26,52 days 02:31:00,5,5,1
940,13596.0,2011-12-04 12:01:00,697.04,166,5 days 00:49:00,5,3,1
941,13598.0,2011-10-23 14:35:00,167.42000000000002,41,46 days 22:15:00,5,5,1
942,13599.0,2011-12-08 19:26:00,5030.6,264,0 days 17:24:00,2,2,1
943,13600.0,2011-01-31 15:27:00,219.52,19,311 days 21:23:00,5,5,5
944,13601.0,2011-10-25 17:31:00,693.32,99,44 days 19:19:00,5,4,1
945,13602.0,2011-10-06 11:47:00,428.89,23,64 days 01:03:00,5,5,1
946,13603.0,2011-11-13 15:57:00,164.34,27,25 days 20:53:00,5,5,1
947,13606.0,2011-11-10 17:46:00,280.53999999999996,43,28 days 19:04:00,5,5,1
948,13607.0,2011-10-30 16:17:00,678.01,98,39 days 20:33:00,5,4,1
949,13610.0,2011-11-27 15:38:00,1115.43,228,11 days 21:12:00,4,2,1
950,13611.0,2011-09-11 14:51:00,1158.2,76,88 days 21:59:00,4,4,1
951,13614.0,2011-11-15 14:47:00,1610.46,201,23 days 22:03:00,4,2,1
952,13615.0,2011-01-31 11:29:00,399.99,24,312 days 01:21:00,5,5,5
953,13617.0,2011-10-30 13:50:00,544.18,44,39 days 23:00:00,5,5,1
954,13618.0,2011-06-19 11:09:00,177.34,13,173 days 01:41:00,5,5,2
955,13621.0,2011-08-15 08:26:00,213.85,19,116 days 04:24:00,5,5,2
956,13623.0,2011-11-09 12:00:00,672.44,86,30 days 00:50:00,5,4,1
957,13626.0,2011-04-01 10:05:00,257.23,19,252 days 02:45:00,5,5,4
958,13627.0,2011-10-11 14:20:00,1624.02,94,58 days 22:30:00,4,4,1
959,13629.0,2011-11-16 13:21:00,7792.36,59,22 days 23:29:00,2,5,1
960,13630.0,2011-12-04 15:16:00,1995.68,80,4 days 21:34:00,4,4,1
961,13631.0,2011-09-01 09:57:00,3021.77,12,99 days 02:53:00,3,5,1
962,13632.0,2011-11-15 10:51:00,2117.02,147,24 days 01:59:00,3,3,1
963,13634.0,2011-11-06 13:40:00,1575.16,188,32 days 23:10:00,4,3,1
964,13635.0,2011-10-03 10:55:00,1071.03,62,67 days 01:55:00,4,4,1
965,13636.0,2011-11-03 10:30:00,941.62,64,36 days 02:20:00,4,4,1
966,13637.0,2011-10-18 13:32:00,810.5,101,51 days 23:18:00,5,3,1
967,13638.0,2011-11-24 10:38:00,122.64,8,15 days 02:12:00,5,5,1
968,13639.0,2011-09-26 13:36:00,1033.34,40,73 days 23:14:00,4,5,1
969,13642.0,2011-05-08 12:34:00,354.8,66,215 days 00:16:00,5,4,3
970,13643.0,2011-11-08 15:37:00,519.44,28,30 days 21:13:00,5,5,1
971,13644.0,2011-12-01 08:18:00,2597.52,148,8 days 04:32:00,3,3,1
972,13645.0,2011-08-11 16:11:00,252.1,5,119 days 20:39:00,5,5,2
973,13647.0,2011-11-30 12:00:00,1670.22,80,9 days 00:50:00,4,4,1
974,13649.0,2011-03-28 11:51:00,346.6,23,256 days 00:59:00,5,5,4
975,13650.0,2011-11-23 12:22:00,1809.34,98,16 days 00:28:00,4,4,1
976,13651.0,2011-11-04 14:59:00,94.2,6,34 days 21:51:00,5,5,1
977,13652.0,2011-10-25 08:51:00,1095.08,63,45 days 03:59:00,4,4,1
978,13654.0,2011-10-27 16:24:00,2707.33,166,42 days 20:26:00,3,3,1
979,13655.0,2011-08-17 14:25:00,932.97,56,113 days 22:25:00,4,5,2
980,13656.0,2011-06-28 10:31:00,379.65,49,164 days 02:19:00,5,5,2
981,13657.0,2011-11-29 12:32:00,382.14,16,10 days 00:18:00,5,5,1
982,13658.0,2011-11-30 10:13:00,2421.47,112,9 days 02:37:00,3,3,1
983,13659.0,2011-05-26 19:56:00,1550.85,108,196 days 16:54:00,4,3,3
984,13662.0,2011-09-15 12:04:00,879.08,58,85 days 00:46:00,5,5,1
985,13663.0,2011-06-13 15:44:00,189.47,13,178 days 21:06:00,5,5,2
986,13666.0,2011-10-10 15:39:00,84.65,12,59 days 21:11:00,5,5,1
987,13667.0,2011-07-13 15:42:00,305.02,87,148 days 21:08:00,5,4,2
988,13668.0,2011-12-07 12:14:00,6216.07,501,2 days 00:36:00,2,1,1
989,13669.0,2011-10-20 09:32:00,218.55,9,50 days 03:18:00,5,5,1
990,13670.0,2011-09-25 15:25:00,349.7,25,74 days 21:25:00,5,5,1
991,13672.0,2011-02-11 13:55:00,-71.46,16,300 days 22:55:00,5,5,5
992,13673.0,2011-11-21 12:11:00,396.92,65,18 days 00:39:00,5,4,1
993,13675.0,2011-07-11 12:57:00,486.82000000000005,25,150 days 23:53:00,5,5,2
994,13678.0,2011-07-11 10:14:00,232.6,16,151 days 02:36:00,5,5,2
995,13680.0,2011-12-08 13:47:00,2202.31,216,0 days 23:03:00,3,2,1
996,13681.0,2011-11-22 11:13:00,827.83,57,17 days 01:37:00,5,5,1
997,13682.0,2011-06-05 14:06:00,59.5,3,186 days 22:44:00,5,5,3
998,13684.0,2011-02-27 10:25:00,64.23,31,285 days 02:25:00,5,5,4
999,13685.0,2011-12-07 11:41:00,3119.44,39,2 days 01:09:00,3,5,1
1000,13686.0,2011-06-10 09:10:00,72.0,8,182 days 03:40:00,5,5,3
1001,13689.0,2011-10-07 13:21:00,910.0,6,62 days 23:29:00,4,5,1
1002,13690.0,2011-10-11 15:03:00,172.25,9,58 days 21:47:00,5,5,1
1003,13692.0,2011-11-15 11:17:00,1466.8700000000001,55,24 days 01:33:00,4,5,1
1004,13693.0,2011-01-18 15:23:00,-32.0,4,324 days 21:27:00,5,5,5
1005,13694.0,2011-12-06 09:32:00,62653.1,585,3 days 03:18:00,1,1,1
1006,13695.0,2011-11-08 14:26:00,2504.13,90,30 days 22:24:00,3,4,1
1007,13697.0,2011-11-01 09:14:00,151.29999999999998,12,38 days 03:36:00,5,5,1
1008,13699.0,2011-07-07 16:51:00,308.58000000000004,14,154 days 19:59:00,5,5,2
1009,13700.0,2011-11-13 13:00:00,2265.12,197,25 days 23:50:00,3,3,1
1010,13703.0,2011-01-25 13:10:00,99.5,1,317 days 23:40:00,5,5,5
1011,13704.0,2011-12-04 15:13:00,2295.31,135,4 days 21:37:00,3,3,1
1012,13705.0,2011-12-02 12:32:00,711.86,28,7 days 00:18:00,5,5,1
1013,13706.0,2011-02-10 09:21:00,330.79,20,302 days 03:29:00,5,5,5
1014,13707.0,2011-03-17 18:03:00,806.41,48,266 days 18:47:00,5,5,4
1015,13708.0,2011-03-13 13:46:00,296.88,51,270 days 23:04:00,5,5,4
1016,13709.0,2011-12-06 10:28:00,6249.110000000001,346,3 days 02:22:00,2,2,1
1017,13710.0,2011-11-08 08:16:00,180.48,8,31 days 04:34:00,5,5,1
1018,13711.0,2011-05-05 10:31:00,252.06,13,218 days 02:19:00,5,5,3
1019,13712.0,2011-04-07 12:33:00,228.84,10,246 days 00:17:00,5,5,3
1020,13715.0,2011-03-03 19:21:00,1053.94,108,280 days 17:29:00,4,3,4
1021,13716.0,2011-03-15 13:49:00,138.28,21,268 days 23:01:00,5,5,4
1022,13717.0,2011-11-07 14:13:00,1432.26,103,31 days 22:37:00,4,3,1
1023,13718.0,2011-04-07 13:24:00,306.55,12,245 days 23:26:00,5,5,3
1024,13719.0,2011-11-24 15:26:00,1041.68,60,14 days 21:24:00,4,5,1
1025,13720.0,2011-08-15 12:46:00,799.9,43,116 days 00:04:00,5,5,2
1026,13721.0,2011-11-03 14:05:00,524.14,28,35 days 22:45:00,5,5,1
1027,13722.0,2011-08-11 15:26:00,2369.16,86,119 days 21:24:00,3,4,2
1028,13723.0,2011-05-06 17:04:00,199.85000000000002,6,216 days 19:46:00,5,5,3
1029,13725.0,2011-10-21 10:03:00,1809.81,118,49 days 02:47:00,4,3,1
1030,13726.0,2011-11-01 10:49:00,1079.6599999999999,42,38 days 02:01:00,4,5,1
1031,13727.0,2011-11-11 09:46:00,333.48,20,28 days 03:04:00,5,5,1
1032,13728.0,2011-11-03 10:49:00,1016.14,63,36 days 02:01:00,4,4,1
1033,13730.0,2011-07-27 08:35:00,752.6,43,135 days 04:15:00,5,5,2
1034,13731.0,2011-05-04 14:33:00,610.59,38,218 days 22:17:00,5,5,3
1035,13732.0,2011-11-11 15:49:00,491.86,33,27 days 21:01:00,5,5,1
1036,13735.0,2011-11-15 11:14:00,2766.18,208,24 days 01:36:00,3,2,1
1037,13736.0,2011-12-04 15:19:00,724.0,194,4 days 21:31:00,5,3,1
1038,13737.0,2011-05-23 16:32:00,339.59999999999997,30,199 days 20:18:00,5,5,3
1039,13739.0,2011-11-21 13:35:00,216.9,3,17 days 23:15:00,5,5,1
1040,13740.0,2011-04-13 10:32:00,350.75,23,240 days 02:18:00,5,5,3
1041,13741.0,2011-09-29 09:19:00,666.33,35,71 days 03:31:00,5,5,1
1042,13742.0,2011-11-23 11:07:00,3102.42,323,16 days 01:43:00,3,2,1
1043,13743.0,2011-12-07 10:09:00,1340.1499999999999,42,2 days 02:41:00,4,5,1
1044,13744.0,2011-09-05 15:19:00,1156.36,72,94 days 21:31:00,4,4,1
1045,13745.0,2011-07-11 14:21:00,291.54,26,150 days 22:29:00,5,5,2
